epoch,step,test_bps_bhv,test_bps_enc,test_loss,time_forward,train_bps_enc,train_loss,valid_bps_bhv,valid_bps_enc,valid_loss
0,2,,,,,,,-0.2137143909931183,0.23238879442214966,3543.89697265625
0,2,,,,1.1945459842681885,0.3903825581073761,3286.8388671875,,,
1,5,,,,,,,-0.09781771898269653,0.3801107704639435,3421.3623046875
1,5,,,,0.7615004181861877,0.39782482385635376,3257.569580078125,,,
2,8,,,,,,,-0.030086252838373184,0.4432273209095001,3378.313232421875
2,8,,,,0.8738259673118591,0.488565593957901,3185.007568359375,,,
3,11,,,,,,,-0.10234545171260834,0.46582505106925964,3358.095947265625
3,11,,,,0.8439128398895264,0.5389633774757385,3153.550537109375,,,
4,14,,,,,,,-0.017970547080039978,0.4886830747127533,3345.88037109375
4,14,,,,0.8931958079338074,0.5595979690551758,3136.541748046875,,,
5,17,,,,,,,0.014349366538226604,0.4926992356777191,3335.04443359375
5,17,,,,0.8373658657073975,0.5775451064109802,3126.600341796875,,,
6,20,,,,,,,0.025302937254309654,0.5032864212989807,3331.83251953125
6,20,,,,0.7999727129936218,0.5879193544387817,3116.83056640625,,,
7,23,,,,,,,-0.0204867422580719,0.5153026580810547,3325.6220703125
7,23,,,,0.8965412378311157,0.6006258130073547,3109.941162109375,,,
8,26,,,,,,,0.09518127888441086,0.5200843214988708,3321.0322265625
8,26,,,,0.8117326498031616,0.611709475517273,3104.82275390625,,,
9,29,,,,,,,0.09016785025596619,0.5295717716217041,3315.27392578125
9,29,,,,0.8100554943084717,0.6183708310127258,3099.85498046875,,,
10,32,,,,,,,0.04726753011345863,0.5361627340316772,3312.27978515625
10,32,,,,0.875454306602478,0.625744104385376,3096.566162109375,,,
11,35,,,,,,,0.09088574349880219,0.5391799211502075,3309.374755859375
11,35,,,,0.7782825827598572,0.6303696036338806,3093.133544921875,,,
12,38,,,,,,,0.06150021404027939,0.5397701859474182,3308.85888671875
12,38,,,,0.7769153714179993,0.6343905925750732,3091.409912109375,,,
13,41,,,,,,,0.10003302246332169,0.541716992855072,3307.635986328125
13,41,,,,0.8445976376533508,0.6353310942649841,3089.266357421875,,,
14,44,,,,,,,0.10548418015241623,0.5401816964149475,3305.703369140625
14,44,,,,0.8615830540657043,0.635952889919281,3088.75390625,,,
15,47,,,,,,,0.07857278734445572,0.5432837009429932,3304.608642578125
15,47,,,,0.9226464033126831,0.6359946131706238,3088.81591796875,,,
16,50,,,,,,,0.1134687140583992,0.5476664900779724,3302.468505859375
16,50,,,,0.847541868686676,0.63303142786026,3089.654541015625,,,
17,53,,,,,,,0.09294111281633377,0.5461164116859436,3301.5341796875
17,53,,,,0.795071005821228,0.6303343176841736,3089.33447265625,,,
18,56,,,,,,,0.06613396853208542,0.5493528842926025,3300.87890625
18,56,,,,0.911510169506073,0.6271441578865051,3090.444091796875,,,
19,59,,,,,,,0.07974974066019058,0.547116756439209,3299.4501953125
19,59,,,,0.7557079792022705,0.6245912909507751,3090.800537109375,,,
20,62,,,,,,,0.10315398126840591,0.549037516117096,3298.254150390625
20,62,,,,0.8078339695930481,0.6237504482269287,3091.193603515625,,,
21,65,,,,,,,0.07213777303695679,0.5498347878456116,3298.933837890625
21,65,,,,0.7702550292015076,0.622440755367279,3090.361572265625,,,
22,68,,,,,,,0.045911699533462524,0.5495932698249817,3298.64013671875
22,68,,,,0.8324289321899414,0.6265010237693787,3089.61669921875,,,
23,71,,,,,,,0.08744049072265625,0.5518554449081421,3297.069091796875
23,71,,,,0.8806959986686707,0.6265345215797424,3088.229248046875,,,
24,74,,,,,,,0.10231287777423859,0.5513710975646973,3296.119873046875
24,74,,,,0.8357728719711304,0.6320998072624207,3085.24560546875,,,
25,77,,,,,,,0.06399419903755188,0.554746687412262,3295.017578125
25,77,,,,0.8399413228034973,0.6363494396209717,3082.46240234375,,,
26,80,,,,,,,0.09554793685674667,0.5549848675727844,3296.23974609375
26,80,,,,0.8427110910415649,0.6429310441017151,3079.979248046875,,,
27,83,,,,,,,0.11124987155199051,0.5578071475028992,3293.765380859375
27,83,,,,0.8333130478858948,0.6493635773658752,3078.129150390625,,,
28,86,,,,,,,0.06311281025409698,0.5596728920936584,3294.29248046875
28,86,,,,0.8035851120948792,0.6544289588928223,3074.979248046875,,,
29,89,,,,,,,0.11337750405073166,0.5590624213218689,3293.42041015625
29,89,,,,0.9284863471984863,0.6578381657600403,3073.58203125,,,
30,92,,,,,,,0.07546574622392654,0.5634227395057678,3292.066650390625
30,92,,,,0.8461455702781677,0.6624069809913635,3072.57421875,,,
31,95,,,,,,,0.10397790372371674,0.5631582736968994,3292.566650390625
31,95,,,,0.8829628229141235,0.6609240770339966,3072.8203125,,,
32,98,,,,,,,0.08169256150722504,0.5635335445404053,3292.5224609375
32,98,,,,0.8534024953842163,0.6606493592262268,3073.623779296875,,,
