epoch,step,test_bps_bhv,test_bps_enc,test_loss,time_forward,train_bps_enc,train_loss,valid_bps_bhv,valid_bps_enc,valid_loss
0,5,,,,,,,0.010225897654891014,0.495672345161438,3383.58642578125
0,5,,,,2.284433364868164,0.5483081340789795,3186.921630859375,,,
1,11,,,,,,,0.0010196873918175697,0.5002287030220032,3378.2939453125
1,11,,,,2.0214061737060547,0.5778008103370667,3167.65673828125,,,
2,17,,,,,,,-0.030160296708345413,0.509962260723114,3375.00927734375
2,17,,,,2.0345146656036377,0.5910189747810364,3157.974853515625,,,
3,23,,,,,,,0.08151249587535858,0.5143516063690186,3369.2998046875
3,23,,,,2.0527596473693848,0.5963163375854492,3153.25830078125,,,
4,29,,,,,,,0.09095681458711624,0.5185851454734802,3363.228271484375
4,29,,,,2.0654678344726562,0.5977353453636169,3151.110595703125,,,
5,35,,,,,,,-0.007788184564560652,0.5134848356246948,3364.743896484375
5,35,,,,2.0386924743652344,0.6007034182548523,3148.67724609375,,,
6,41,,,,,,,0.03813743218779564,0.5161656141281128,3365.271240234375
6,41,,,,2.0176186561584473,0.5983166098594666,3149.14599609375,,,
7,47,,,,,,,0.09507288783788681,0.5184299349784851,3363.265869140625
7,47,,,,2.0052413940429688,0.6003121733665466,3147.81591796875,,,
8,53,,,,,,,0.07996386289596558,0.521658182144165,3364.603515625
8,53,,,,2.0374162197113037,0.6012933254241943,3147.828369140625,,,
9,59,,,,,,,0.0977981835603714,0.5217088460922241,3360.768310546875
9,59,,,,2.0295472145080566,0.6009020805358887,3146.98876953125,,,
10,65,,,,,,,0.09999510645866394,0.5224663615226746,3360.420654296875
10,65,,,,2.0258567333221436,0.6041388511657715,3146.4296875,,,
11,71,,,,,,,0.08808582276105881,0.5220061540603638,3360.74853515625
11,71,,,,1.9846949577331543,0.6028487086296082,3145.931640625,,,
12,77,,,,,,,0.03143053874373436,0.5186799168586731,3361.795654296875
12,77,,,,2.030010461807251,0.6052044630050659,3145.955078125,,,
13,83,,,,,,,0.04113222658634186,0.5183672308921814,3361.38720703125
13,83,,,,1.9931998252868652,0.6012073159217834,3146.373046875,,,
14,89,,,,,,,0.08692900836467743,0.5206832885742188,3361.160400390625
14,89,,,,2.0335533618927,0.600424587726593,3147.866455078125,,,
15,95,,,,,,,0.10746996849775314,0.5188126564025879,3360.35546875
15,95,,,,2.00091552734375,0.5982950925827026,3148.871826171875,,,
16,101,,,,,,,0.09555119276046753,0.5195748209953308,3359.91455078125
16,101,,,,2.0605628490448,0.5952192544937134,3151.936279296875,,,
17,107,,,,,,,0.10730766505002975,0.5178664922714233,3360.359619140625
17,107,,,,1.9927653074264526,0.594310998916626,3151.829345703125,,,
18,113,,,,,,,0.029577745124697685,0.5143545866012573,3359.754638671875
18,113,,,,2.009756088256836,0.5907727479934692,3153.5595703125,,,
19,119,,,,,,,0.03870754688978195,0.5130703449249268,3360.827880859375
19,119,,,,2.0499157905578613,0.5867601037025452,3154.0185546875,,,
20,125,,,,,,,0.09962549805641174,0.5142354965209961,3359.91796875
20,125,,,,2.013110399246216,0.5856360197067261,3154.180908203125,,,
21,131,,,,,,,0.0510513037443161,0.5112016201019287,3360.7236328125
