epoch,step,test_bps_bhv,test_bps_enc,test_loss,time_forward,train_bps_enc,train_loss,valid_bps_bhv,valid_bps_enc,valid_loss
0,5,,,,,,,-0.041934236884117126,0.4801759421825409,3406.264892578125
0,5,,,,2.2420544624328613,0.5049205422401428,3219.91943359375,,,
1,11,,,,,,,0.05444413423538208,0.5024163722991943,3377.788818359375
1,11,,,,2.0365395545959473,0.5743339657783508,3173.90478515625,,,
2,17,,,,,,,-0.11678425967693329,0.5122277140617371,3367.44580078125
2,17,,,,2.031674861907959,0.5899735689163208,3159.125244140625,,,
3,23,,,,,,,0.019188959151506424,0.5175385475158691,3364.618408203125
3,23,,,,2.041262626647949,0.5931604504585266,3153.759521484375,,,
4,29,,,,,,,0.04763180762529373,0.5163599848747253,3362.91259765625
4,29,,,,2.036726713180542,0.5967854261398315,3152.22509765625,,,
5,35,,,,,,,0.03198258578777313,0.5194442272186279,3363.1875
5,35,,,,2.0401034355163574,0.5950461030006409,3153.22802734375,,,
6,41,,,,,,,0.03013334609568119,0.5162460803985596,3365.74267578125
6,41,,,,2.0466878414154053,0.5975435376167297,3151.04052734375,,,
7,47,,,,,,,0.09180829674005508,0.5243791937828064,3360.79345703125
7,47,,,,2.0269436836242676,0.599675714969635,3148.384033203125,,,
8,53,,,,,,,0.07943669706583023,0.5199915170669556,3362.38720703125
8,53,,,,2.034336566925049,0.6013292670249939,3148.206787109375,,,
9,59,,,,,,,0.06203952059149742,0.5195348858833313,3361.536376953125
9,59,,,,2.02166485786438,0.6021170616149902,3146.893798828125,,,
10,65,,,,,,,0.03796980530023575,0.5218334197998047,3361.204345703125
10,65,,,,2.0539779663085938,0.6045404672622681,3145.398193359375,,,
11,71,,,,,,,0.09531930088996887,0.5203197598457336,3360.29248046875
11,71,,,,2.024081230163574,0.6018799543380737,3145.865234375,,,
12,77,,,,,,,0.0804620087146759,0.5190836787223816,3360.8330078125
12,77,,,,2.0200185775756836,0.6023089289665222,3147.01416015625,,,
